"id","name","symbol","rank","price_usd","price_btc","24h_volume_usd","market_cap_usd","available_supply","total_supply","max_supply","percent_change_1h","percent_change_24h","percent_change_7d","last_updated","mentions","rating"
"ethereum","Ethereum","ETH","2","1217.16","0.081834","7656780000.0","117905933560","96869708.0","96869708.0",,"-1.17","7.36","37.59","1515503050",14,16232721
"gas","Gas","GAS","75","58.0404","0.00390225","25960800.0","530348903.0","9137582.0","13802656.0","100000000.0","-1.21","15.54","65.7","1515503051",3,10103812
"binance-coin","Binance Coin","BNB","30","18.3206","0.00123175","288052000.0","1813995888.0","99014000.0","199013968.0",,"-1.37","4.29","113.05","1515503052",2,1396759
"raiblocks","RaiBlocks","XRB","19","26.7607","0.00179922","39522600.0","3565817493.0","133248289.0","133248289.0","133248290.0","-2.16","-0.74","-16.48","1515503049",5,-2284722
"bitcoin","Bitcoin","BTC","1","14893.7","1.0","18038600000.0","250090721014","16791712.0","16791712.0","21000000.0","-0.61","-3.24","7.21","1515503061",7,-4031057
"dogecoin","Dogecoin","DOGE","31","0.0149273","0.00000100","192635000.0","1682166928.0","112690635817","112690635817",,"0.01","-6.1","60.7","1515503041",5,-7169116
"chainlink","ChainLink","LINK","89","1.22459","0.00008233","17113300.0","428606500.0","350000000.0","1000000000.0",,"-2.47","-0.16","78.28","1515503053",29,-14663866
"stellar","Stellar","XLM","8","0.623778","0.00004194","229799000.0","11153223923.0","17880117483.0","103590302054",,"-1.47","-2.85","13.82","1515503043",25,-16332009
"tron","TRON","TRX","10","0.1426","0.00000959","1232970000.0","9375692247.0","65748192475.0","100000000000",,"-2.33","-10.23","114.6","1515503054",8,-21558073
"dentacoin","Dentacoin","DCN","33","0.00484139","0.00000033","18184800.0","1574372657.0","325190215376","1841395638392","8000000000000","-2.05","-14.81","838.84","1515503053",17,-66934841
"iota","IOTA","MIOTA","9","3.6817","0.00024753","286683000.0","10233396643.0","2779530283.0","2779530283.0","2779530283.0","-0.75","-6.04","-10.48","1515503050",66,-87219162
"ripple","Ripple","XRP","3","2.27065","0.00015266","3682410000.0","87963039247.0","38739144847.0","99993093880.0","100000000000","-3.13","-9.81","-4.39","1515503041",71,-174330232


"ark","Ark","ARK","48","9.36413","0.00062726","38889000.0","917509481.0","97981284.0","129231284.0",,"0.14","19.43","15.59","1515503351",70,307833117
"funfair","FunFair","FUN","54","0.185519","0.00001243","135360000.0","788432304.0","4249873622.0","10999873621.0",,"-0.23","20.75","106.81","1515503352",56,260543076
"dent","Dent","DENT","43","0.10333","0.00000692","97086800.0","1096823250.0","10614760961.0","100000000000",,"-1.81","53.49","389.36","1515503354",23,255363677
"neo","NEO","NEO","12","117.64","0.0078801","373315000.0","7646600000.0","65000000.0","100000000.0",,"-1.99","17.12","31.21","1515503347",60,202907042
"gamecredits","GameCredits","GAME","93","6.48155","0.00043417","28669000.0","417122432.0","64355352.0","64355352.0",,"4.49","29.89","40.65","1515503343",10,76941877
"deepbrain-chain","DeepBrain Chain","DBC","78","0.546731","0.00003662","50397500.0","492057900.0","900000000.0","10000000000.0","10000000000.0","-0.76","46.91","293.9","1515503358",6,62060477
"icon","ICON","ICX","15","11.6212","0.00077845","256071000.0","4399147212.0","378545005.0","400230000.0",,"-1.42","13.79","80.16","1515503355",13,34114246
"monacoin","MonaCoin","MONA","74","9.79838","0.00065635","21335700.0","554558667.0","56596975.0","56596975.0",,"-1.42","22.71","-6.96","1515503342",5,24795596
"ethereum","Ethereum","ETH","2","1215.37","0.0814117","7663820000.0","117732536783","96869708.0","96869708.0",,"-1.35","7.37","37.39","1515503350",14,16233658
"gas","Gas","GAS","76","57.6158","0.0038594","26010400.0","526469086.0","9137582.0","13802656.0","100000000.0","-1.78","15.07","64.51","1515503352",3,10107507
"binance-coin","Binance Coin","BNB","30","18.3998","0.00123251","290450000.0","1821837797.0","99014000.0","199013968.0",,"-0.46","5.02","113.92","1515503353",2,2316042
"raiblocks","RaiBlocks","XRB","19","26.8408","0.00179793","39553900.0","3576490681.0","133248289.0","133248289.0","133248290.0","-1.71","0.05","-16.15","1515503349",6,-1367203
"dogecoin","Dogecoin","DOGE","31","0.0151089","0.00000101","192805000.0","1702631547.0","112690635817","112690635817",,"1.12","-4.82","62.61","1515503341",5,-3555240
"bitcoin","Bitcoin","BTC","1","14873.1","1.0","18107300000.0","249744811747","16791712.0","16791712.0","21000000.0","-0.81","-3.3","7.02","1515503361",10,-5758957
"chainlink","ChainLink","LINK","89","1.23345","0.00008262","17253800.0","431707500.0","350000000.0","1000000000.0",,"-1.4","0.57","79.73","1515503355",28,-7058761
"stellar","Stellar","XLM","8","0.62302","0.00004173","230671000.0","11139670794.0","17880117483.0","103590302054",,"-1.51","-2.78","13.64","1515503343",24,-15679553
"tron","TRON","TRX","10","0.144093","0.00000965","1247670000.0","9473854298.0","65748192475.0","100000000000",,"-1.23","-9.17","116.59","1515503353",8,-17863046
"dentacoin","Dentacoin","DCN","33","0.00486396","0.00000033","18072400.0","1581712200.0","325190215376","1841395638392","8000000000000","-1.45","-14.31","843.5","1515503353",16,-58889528
"iota","IOTA","MIOTA","9","3.68433","0.0002468","286419000.0","10240706808.0","2779530283.0","2779530283.0","2779530283.0","-0.67","-5.83","-10.41","1515503351",68,-74691457
"ripple","Ripple","XRP","3","2.24408","0.00015032","3670570000.0","86933740168.0","38739144847.0","99993093880.0","100000000000","-4.04","-10.46","-5.56","1515503341",72,-207440226


"ark","Ark","ARK","48","9.36413","0.00062726","38889000.0","917509481.0","97981284.0","129231284.0",,"0.14","19.43","15.59","1515503351",69,303435501
"dent","Dent","DENT","43","0.10333","0.00000692","97086800.0","1096823250.0","10614760961.0","100000000000",,"-1.81","53.49","389.36","1515503354",24,266466446
"funfair","FunFair","FUN","54","0.185519","0.00001243","135360000.0","788432304.0","4249873622.0","10999873621.0",,"-0.23","20.75","106.81","1515503352",57,265195631
"neo","NEO","NEO","12","117.64","0.0078801","373315000.0","7646600000.0","65000000.0","100000000.0",,"-1.99","17.12","31.21","1515503347",61,206288826
"deepbrain-chain","DeepBrain Chain","DBC","78","0.546731","0.00003662","50397500.0","492057900.0","900000000.0","10000000000.0","10000000000.0","-0.76","46.91","293.9","1515503358",6,62060477
"gamecredits","GameCredits","GAME","93","6.48155","0.00043417","28669000.0","417122432.0","64355352.0","64355352.0",,"4.49","29.89","40.65","1515503343",8,61553501
"icon","ICON","ICX","15","11.6212","0.00077845","256071000.0","4399147212.0","378545005.0","400230000.0",,"-1.42","13.79","80.16","1515503355",13,34114246
"monacoin","MonaCoin","MONA","74","9.79838","0.00065635","21335700.0","554558667.0","56596975.0","56596975.0",,"-1.42","22.71","-6.96","1515503342",5,24795596
"ethereum","Ethereum","ETH","2","1215.37","0.0814117","7663820000.0","117732536783","96869708.0","96869708.0",,"-1.35","7.37","37.39","1515503350",15,17393205
"gas","Gas","GAS","76","57.6158","0.0038594","26010400.0","526469086.0","9137582.0","13802656.0","100000000.0","-1.78","15.07","64.51","1515503352",4,13476675
"binance-coin","Binance Coin","BNB","30","18.3998","0.00123251","290450000.0","1821837797.0","99014000.0","199013968.0",,"-0.46","5.02","113.92","1515503353",2,2316042
"raiblocks","RaiBlocks","XRB","19","26.8408","0.00179793","39553900.0","3576490681.0","133248289.0","133248289.0","133248290.0","-1.71","0.05","-16.15","1515503349",3,-683602
"dogecoin","Dogecoin","DOGE","31","0.0151089","0.00000101","192805000.0","1702631547.0","112690635817","112690635817",,"1.12","-4.82","62.61","1515503341",5,-3555240
"chainlink","ChainLink","LINK","89","1.23345","0.00008262","17253800.0","431707500.0","350000000.0","1000000000.0",,"-1.4","0.57","79.73","1515503355",28,-7058761
"bitcoin","Bitcoin","BTC","1","14873.1","1.0","18107300000.0","249744811747","16791712.0","16791712.0","21000000.0","-0.81","-3.3","7.02","1515503361",15,-8638436
"tron","TRON","TRX","10","0.144093","0.00000965","1247670000.0","9473854298.0","65748192475.0","100000000000",,"-1.23","-9.17","116.59","1515503353",7,-15630165
"stellar","Stellar","XLM","8","0.62302","0.00004173","230671000.0","11139670794.0","17880117483.0","103590302054",,"-1.51","-2.78","13.64","1515503343",25,-16332868
"dentacoin","Dentacoin","DCN","33","0.00486396","0.00000033","18072400.0","1581712200.0","325190215376","1841395638392","8000000000000","-1.45","-14.31","843.5","1515503353",16,-58889528
"iota","IOTA","MIOTA","9","3.68433","0.0002468","286419000.0","10240706808.0","2779530283.0","2779530283.0","2779530283.0","-0.67","-5.83","-10.41","1515503351",66,-72494650
"ripple","Ripple","XRP","3","2.24408","0.00015032","3670570000.0","86933740168.0","38739144847.0","99993093880.0","100000000000","-4.04","-10.46","-5.56","1515503341",73,-210321340


"dent","Dent","DENT","42","0.102388","0.00000699","97046200.0","1086824145.0","10614760961.0","100000000000",,"-1.1","52.15","378.42","1515504853",27,294746973
"funfair","FunFair","FUN","55","0.181261","0.00001237","132565000.0","770336343.0","4249873622.0","10999873621.0",,"-1.39","20.05","102.52","1515504852",58,257241041
"ark","Ark","ARK","48","9.10338","0.00062107","38206700.0","891960861.0","97981284.0","129231284.0",,"-2.44","17.35","12.79","1515504850",70,245643302
"neo","NEO","NEO","12","114.903","0.00783916","368242000.0","7468695000.0","65000000.0","100000000.0",,"-3.24","15.54","28.29","1515504848",59,151221416
"deepbrain-chain","DeepBrain Chain","DBC","78","0.540526","0.00003688","49813800.0","486473400.0","900000000.0","10000000000.0","10000000000.0","-2.2","47.01","291.5","1515504859",7,71019733
"gamecredits","GameCredits","GAME","92","6.3731","0.0004348","29120200.0","410143094.0","64355352.0","64355352.0",,"-0.13","28.58","38.15","1515504844",8,52855245
"icon","ICON","ICX","15","11.49","0.00078389","254171000.0","4349482107.0","378545005.0","400230000.0",,"-3.62","14.32","78.45","1515504856",13,31362135
"monacoin","MonaCoin","MONA","73","9.5522","0.00065169","21120800.0","540626818.0","56597100.0","56597100.0",,"-3.38","20.49","-9.47","1515504842",5,20285213
"request-network","Request Network","REQ","65","0.962218","0.00006565","29147900.0","616579608.0","640789933.0","999999999.0",,"0.56","11.43","22.56","1515504856",6,15872006
"gas","Gas","GAS","76","55.6284","0.00379519","25621100.0","508309056.0","9137582.0","13802656.0","100000000.0","-4.4","12.77","59.07","1515504852",4,7825908
"ethereum","Ethereum","ETH","2","1192.44","0.0813532","7556670000.0","115511532264","96869891.0","96869891.0",,"-2.42","6.58","34.88","1515504850",9,6996671
"vechain","VeChain","VEN","39","4.28938","0.00029264","107087000.0","1188855857.0","277162633.0","867162633.0",,"-1.58","4.38","78.38","1515504854",1,712501
"raiblocks","RaiBlocks","XRB","19","26.6311","0.00181688","38087800.0","3548548515.0","133248289.0","133248289.0","133248290.0","-1.6","1.98","-16.46","1515504850",6,0
"binance-coin","Binance Coin","BNB","30","17.57","0.00119869","281995000.0","1739675980.0","99014000.0","199013968.0",,"-3.58","1.71","104.11","1515504853",1,-472358
"litecoin","Litecoin","LTC","7","244.84","0.016704","1064410000.0","13388018463.0","54680683.0","54680683.0","84000000.0","-1.86","-3.69","-3.52","1515504841",1,-866414
"dogecoin","Dogecoin","DOGE","31","0.0149866","0.00000102","190145000.0","1688849483.0","112690635817","112690635817",,"0.0","-4.27","61.09","1515504842",5,-4754179
"chainlink","ChainLink","LINK","89","1.21877","0.00008315","16976300.0","426569500.0","350000000.0","1000000000.0",,"-1.02","0.45","78.31","1515504855",28,-7063014
"tron","TRON","TRX","10","0.141138","0.00000963","1224490000.0","9279568390.0","65748192475.0","100000000000",,"-1.31","-8.49","111.35","1515504855",5,-10030887
"iota","IOTA","MIOTA","9","3.61335","0.00024652","280941000.0","10043415748.0","2779530283.0","2779530283.0","2779530283.0","-1.86","-6.48","-12.02","1515504851",19,-29392575
"stellar","Stellar","XLM","8","0.609016","0.00004155","228468000.0","10889277994.0","17880118083.0","103590302054",,"-3.04","-3.65","10.94","1515504843",26,-34266707
"dentacoin","Dentacoin","DCN","35","0.00456506","0.00000031","17547000.0","1484512845.0","325190215376","1841395638392","8000000000000","-5.62","-19.44","787.31","1515504852",16,-96851018
"ripple","Ripple","XRP","3","2.21498","0.00015111","3713920000.0","85806431053.0","38739144847.0","99993093880.0","100000000000","-3.57","-10.27","-6.84","1515504841",46,-122802713


"ark","Ark","ARK","47","9.6897","0.00065566","43159400.0","949409248.0","97981284.0","129231284.0",,"5.61","30.78","21.22","1515511150",73,569511642
"neo","NEO","NEO","12","119.447","0.0080825","375704000.0","7764055000.0","65000000.0","100000000.0",,"4.39","23.42","32.99","1515511148",97,539388350
"funfair","FunFair","FUN","54","0.180225","0.00001220","131731000.0","765933473.0","4249873622.0","10999873621.0",,"2.53","25.14","101.93","1515511152",68,420940811
"substratum","Substratum","SUB","64","2.93025","0.00019828","65818800.0","662504468.0","226091449.0","352000000.0",,"3.08","28.18","155.07","1515511154",15,106417602
"gamecredits","GameCredits","GAME","96","6.22748","0.00042139","30239600.0","400771667.0","64355352.0","64355352.0",,"2.13","30.45","34.42","1515511143",13,97403684
"chainlink","ChainLink","LINK","89","1.26195","0.00008539","16266700.0","441682500.0","350000000.0","1000000000.0",,"5.27","5.98","87.35","1515511154",31,75981480
"ripple","Ripple","XRP","3","2.35259","0.00015919","3713810000.0","91137324776.0","38739144847.0","99993093880.0","100000000000","6.3","-1.56","-1.46","1515511141",47,45988653
"icon","ICON","ICX","15","11.3052","0.00076497","241133000.0","4279526991.0","378545005.0","400230000.0",,"0.17","17.22","75.92","1515511156",12,44142808
"ethereum","Ethereum","ETH","2","1215.38","0.0822399","7371620000.0","117736055385","96871806.0","96871806.0",,"2.98","12.46","37.63","1515511150",15,39812146
"poet","Po.et","POE","99","0.172448","0.00001167","32034300.0","378799550.0","2196601583.0","3141592653.0",,"8.83","4.49","71.27","1515511154",13,38349329
"deepbrain-chain","DeepBrain Chain","DBC","82","0.532335","0.00003602","51450100.0","479101500.0","900000000.0","10000000000.0","10000000000.0","3.72","45.91","292.58","1515511159",3,32287011
"gas","Gas","GAS","76","57.9095","0.00391849","26252500.0","529152794.0","9137582.0","13802656.0","100000000.0","5.06","21.97","67.45","1515511153",4,24337915
"stellar","Stellar","XLM","8","0.622924","0.00004215","213005000.0","11137956359.0","17880120783.0","103590302054",,"3.73","1.67","12.64","1515511144",17,14552180
"iota","IOTA","MIOTA","9","3.67077","0.00024839","238698000.0","10203016377.0","2779530283.0","2779530283.0","2779530283.0","3.37","-0.41","-10.53","1515511152",20,12920806
"request-network","Request Network","REQ","68","0.957736","0.00006481","29132300.0","613707588.0","640789933.0","999999999.0",,"1.78","12.37","24.58","1515511156",2,6224335
"binance-coin","Binance Coin","BNB","30","17.6546","0.00119461","268385000.0","1748052564.0","99014000.0","199013968.0",,"2.21","5.13","103.77","1515511153",1,1616474
"bitcoin","Bitcoin","BTC","1","14841.1","1.0","17062400000.0","249210267090","16791900.0","16791900.0","21000000.0","2.46","0.31","4.66","1515511162",4,1516728
"bitcoin-cash","Bitcoin Cash","BCH","4","2409.1","0.163014","1133000000.0","40718999679.0","16902163.0","16902163.0","21000000.0","2.19","2.57","-9.47","1515511153",1,810588
"tron","TRON","TRX","10","0.140716","0.00000952","1160120000.0","9251822652.0","65748192475.0","100000000000",,"2.35","-4.32","105.25","1515511154",9,-3941637
"dentacoin","Dentacoin","DCN","35","0.00463313","0.00000031","16423900.0","1506648543.0","325190215376","1841395638392","8000000000000","5.1","-16.33","802.91","1515511153",25,-66921332


"neo","NEO","NEO","12","129.867","0.00862129","473078000.0","8441355000.0","65000000.0","100000000.0",,"1.89","26.45","42.36","1515524048",96,531874218
"0x","0x","ZRX","43","2.26739","0.00015052","230487000.0","1100355111.0","485295918.0","1000000000.0",,"-1.6","58.42","157.26","1515524054",21,252940040
"gamecredits","GameCredits","GAME","91","6.67764","0.0004433","34342800.0","429741873.0","64355352.0","64355352.0",,"0.1","37.48","42.26","1515524043",23,196395375
"substratum","Substratum","SUB","63","2.99495","0.00019882","66932900.0","677132585.0","226091449.0","352000000.0",,"-1.01","13.05","156.23","1515524054",31,88836011
"ark","Ark","ARK","46","10.4156","0.00069144","63068500.0","1020533862.0","97981284.0","129231284.0",,"2.74","33.5","32.65","1515524050",9,69969239
"achain","Achain","ACT","98","1.29155","0.00008574","47010800.0","387465000.0","300000000.0","1000000000.0","1000000000.0","2.53","19.81","242.2","1515524054",9,45441306
"ethereum","Ethereum","ETH","2","1226.08","0.0813934","7074790000.0","118775971252","96874569.0","96874569.0",,"0.66","8.42","38.43","1515524050",29,44603065
"gas","Gas","GAS","72","64.3421","0.00427137","31005700.0","587931203.0","9137582.0","13802656.0","100000000.0","2.29","30.64","88.53","1515524053",5,36751961
"deepbrain-chain","DeepBrain Chain","DBC","75","0.606635","0.00004027","55238000.0","545971500.0","900000000.0","10000000000.0","10000000000.0","4.26","48.76","348.4","1515524059",3,34463291
"funfair","FunFair","FUN","54","0.190008","0.00001261","143037000.0","807509987.0","4249873622.0","10999873621.0",,"1.28","24.74","113.91","1515524052",4,22971449
"tenx","TenX","PAY","93","4.04527","0.00026855","24503400.0","423383258.0","104661310.0","205218256.0",,"1.55","7.35","-6.12","1515524052",8,15795864
"raiblocks","RaiBlocks","XRB","18","28.2106","0.00187277","41217800.0","3759014188.0","133248289.0","133248289.0","133248290.0","1.85","6.48","-9.14","1515524051",5,7801689
"bitcoin-cash","Bitcoin Cash","BCH","4","2439.61","0.161954","1128400000.0","41235447035.0","16902475.0","16902475.0","21000000.0","0.23","1.88","-10.32","1515524053",25,5101287
"vechain","VeChain","VEN","40","4.53903","0.00030133","117984000.0","1258049508.0","277162633.0","867162633.0",,"-0.36","7.4","82.69","1515524053",1,1641851
"litecoin","Litecoin","LTC","7","254.57","0.0168997","975050000.0","13920806128.0","54683608.0","54683608.0","84000000.0","-0.91","-0.26","-0.89","1515524040",2,0
"bitcoin","Bitcoin","BTC","1","15086.5","1.0","16400100000.0","253334197688","16792112.0","16792112.0","21000000.0","0.1","-0.1","3.76","1515524062",33,0
"dogecoin","Dogecoin","DOGE","31","0.0151354","0.00000100","109459000.0","1705830721.0","112704700283","112704700283",,"0.49","-2.19","63.98","1515524041",2,-945588
"binance-coin","Binance Coin","BNB","30","17.887","0.00118743","274206000.0","1771063418.0","99014000.0","199013968.0",,"-1.05","-2.21","104.29","1515524053",10,-7097322
"status","Status","SNT","34","0.456551","0.00003031","66990200.0","1584452844.0","3470483788.0","6804870174.0",,"0.91","-3.6","46.72","1515524052",22,-15696176
"ripple","Ripple","XRP","3","2.26999","0.00015069","3396420000.0","87937471411.0","38739144847.0","99993093880.0","100000000000","-2.11","-9.9","-5.95","1515524041",18,-40407567
"dentacoin","Dentacoin","DCN","39","0.00409962","0.00000027","14476800.0","1333156311.0","325190215376","1841395638392","8000000000000","2.47","-33.21","711.17","1515524053",31,-248490036